Campaign Name,Channel,Date,Spend,Clicks,Impressions,Conversions,Revenue,CTR,CPC,CPA,ROAS
Trend Jumps,TikTok,2025-05-27,214.24,186,14625,10,284.66,0.012717948717948718,1.1518279569892473,21.424,1.328696788648245
Creator Collab,TikTok,2025-05-27,115.43,212,4603,18,506.85,0.04605691940039105,0.5444811320754718,6.412777777777778,4.39097288399896
Viral Loop,TikTok,2025-05-27,239.85,472,11510,28,969.56,0.04100781928757602,0.5081567796610169,8.566071428571428,4.042359808213466
Lead Magnet,LinkedIn,2025-05-27,58.4,87,1898,6,215.84,0.0458377239199157,0.6712643678160919,9.733333333333333,3.695890410958904
B2B Outreach,LinkedIn,2025-05-27,152.77,308,6705,16,638.62,0.0459358687546607,0.49600649350649356,9.548125,4.180270995614322
Webinar Promo,LinkedIn,2025-05-27,290.85,723,15242,41,1335.12,0.04743471985303766,0.40228215767634856,7.093902439024391,4.590407426508508
Search Max,Google Ads,2025-05-28,115.04,335,6814,29,1149.13,0.04916348693865571,0.3434029850746269,3.966896551724138,9.988960361613353
Brand Awareness,Google Ads,2025-05-28,99.52,149,5236,29,1109.42,0.028456837280366694,0.6679194630872483,3.431724137931034,11.147709003215436
Retargeting Boost,Google Ads,2025-05-28,137.38,76,4748,6,165.17,0.016006739679865205,1.8076315789473683,22.896666666666665,1.2022856310962293
Engagement Surge,Meta Ads,2025-05-28,262.65,426,13775,28,1282.52,0.030925589836660616,0.6165492957746478,9.380357142857141,4.88300019036741
Conversion Magnet,Meta Ads,2025-05-28,230.7,289,7545,38,853.17,0.038303512259774686,0.7982698961937715,6.071052631578947,3.698179453836151
Lookalike Expansion,Meta Ads,2025-05-28,164.58,135,8128,25,1137.48,0.01660925196850394,1.2191111111111113,6.583200000000001,6.9114108640174985
Video Funnel,YouTube,2025-05-28,217.26,278,10535,41,1490.88,0.026388229710488847,0.7815107913669065,5.299024390243902,6.862192764429716
Pre-Roll Push,YouTube,2025-05-28,65.57,139,3311,16,344.94,0.041981274539414075,0.4717266187050359,4.098125,5.260637486655483
Channel Lift,YouTube,2025-05-28,246.57,190,9383,14,418.69,0.02024938718959821,1.297736842105263,17.612142857142857,1.6980573467980695
Trend Jumps,TikTok,2025-05-28,239.19,220,12144,39,1809.11,0.018115942028985508,1.0872272727272727,6.133076923076923,7.5634850955307495
Creator Collab,TikTok,2025-05-28,267.64,296,10585,58,2503.3,0.027964100141709965,0.9041891891891891,4.61448275862069,9.353235689732477
Viral Loop,TikTok,2025-05-28,56.79,52,1851,9,325.45,0.028092922744462453,1.0921153846153846,6.31,5.730762458179257
Lead Magnet,LinkedIn,2025-05-28,174.45,216,5969,37,1162.27,0.03618696599095326,0.8076388888888888,4.714864864864865,6.662482086557754
B2B Outreach,LinkedIn,2025-05-28,243.9,303,16726,38,1087.34,0.018115508788712185,0.804950495049505,6.4184210526315795,4.458138581385813
Webinar Promo,LinkedIn,2025-05-28,248.21,466,13180,79,2518.45,0.03535660091047041,0.5326394849785407,3.1418987341772153,10.1464485717739
Search Max,Google Ads,2025-05-29,278.77,233,14306,35,1532.92,0.016286872640849992,1.1964377682403433,7.964857142857142,5.498870036230585
Brand Awareness,Google Ads,2025-05-29,129.19,384,8305,35,1732.7,0.046237206502107164,0.33643229166666666,3.6911428571428573,13.41202879479836
Retargeting Boost,Google Ads,2025-05-29,85.18,56,3243,10,396.29,0.017267961763798953,1.5210714285714286,8.518,4.652383188541911
Engagement Surge,Meta Ads,2025-05-29,88.03,145,4191,9,418.25,0.03459794798377475,0.607103448275862,9.78111111111111,4.751221174599568
Conversion Magnet,Meta Ads,2025-05-29,250.9,613,12597,69,3417.11,0.048662379931729775,0.40929853181076675,3.6362318840579713,13.619410123555202
Lookalike Expansion,Meta Ads,2025-05-29,216.98,199,12017,36,1181.69,0.016559873512523925,1.0903517587939697,6.027222222222222,5.446077979537285
Video Funnel,YouTube,2025-05-29,90.56,89,2762,11,457.39,0.03222302679217958,1.0175280898876404,8.232727272727272,5.050684628975265
Pre-Roll Push,YouTube,2025-05-29,272.56,354,9042,27,1235.12,0.039150630391506305,0.7699435028248588,10.094814814814814,4.531552685647196
Channel Lift,YouTube,2025-05-29,254.77,505,13154,49,1672.62,0.038391363843697734,0.5044950495049505,5.199387755102041,6.565215684735251
Trend Jumps,TikTok,2025-05-29,255.41,300,12354,37,1659.36,0.02428363283147159,0.8513666666666666,6.9029729729729725,6.496848204847108
Creator Collab,TikTok,2025-05-29,133.8,190,4943,33,759.63,0.038438195427877804,0.7042105263157895,4.054545454545455,5.677354260089686
Viral Loop,TikTok,2025-05-29,109.97,93,3923,10,424.65,0.023706347183278104,1.1824731182795698,10.997,3.8615076839137945
Lead Magnet,LinkedIn,2025-05-29,212.79,281,11668,49,1672.79,0.024082961947206032,0.7572597864768683,4.34265306122449,7.861224681610978
B2B Outreach,LinkedIn,2025-05-29,294.78,245,16320,37,1100.87,0.015012254901960785,1.2031836734693877,7.967027027027027,3.7345477983580975
Webinar Promo,LinkedIn,2025-05-29,221.58,123,7264,21,563.12,0.01693281938325991,1.8014634146341464,10.551428571428572,2.54138460149833
Search Max,Google Ads,2025-05-30,259.26,381,10674,58,2052.02,0.03569421023046655,0.6804724409448819,4.47,7.9149116716809385
Brand Awareness,Google Ads,2025-05-30,126.33,55,4864,5,197.97,0.011307565789473685,2.296909090909091,25.266,1.5670862028021848
Retargeting Boost,Google Ads,2025-05-30,284.58,750,18454,126,5033.64,0.04064159531808822,0.37944,2.2585714285714285,17.687961205987772
Engagement Surge,Meta Ads,2025-05-30,115.07,280,7627,37,863.2,0.03671168218172283,0.41096428571428567,3.11,7.501520813417921
Conversion Magnet,Meta Ads,2025-05-30,161.76,349,7831,46,1444.95,0.044566466607074445,0.46349570200573065,3.5165217391304346,8.932678041543028
Lookalike Expansion,Meta Ads,2025-05-30,294.2,272,10128,15,632.96,0.026856240126382307,1.0816176470588235,19.613333333333333,2.151461590754589
Video Funnel,YouTube,2025-05-30,279.52,510,11516,47,2224.19,0.04428621048975338,0.548078431372549,5.947234042553191,7.957176588437322
Pre-Roll Push,YouTube,2025-05-30,238.49,159,14833,30,1254.0,0.010719342007685565,1.499937106918239,7.949666666666667,5.2580820998784015
Channel Lift,YouTube,2025-05-30,126.19,169,7972,30,701.32,0.02119919719016558,0.7466863905325444,4.206333333333333,5.557651160947778
Trend Jumps,TikTok,2025-05-30,225.92,161,11663,13,264.84,0.013804338506387721,1.4032298136645962,17.378461538461536,1.1722733711048159
Creator Collab,TikTok,2025-05-30,167.19,238,7030,22,637.95,0.033854907539118066,0.7024789915966386,7.599545454545455,3.8157186434595376
Viral Loop,TikTok,2025-05-30,235.8,347,7528,61,2442.08,0.046094580233793835,0.6795389048991355,3.8655737704918036,10.35657336726039
Lead Magnet,LinkedIn,2025-05-30,198.31,226,13027,13,353.41,0.017348583710754588,0.8774778761061947,15.254615384615384,1.7821088195249863
B2B Outreach,LinkedIn,2025-05-30,248.64,259,7804,51,2329.22,0.0331881086622245,0.96,4.875294117647059,9.367841055341055
Webinar Promo,LinkedIn,2025-05-30,180.36,253,5869,35,820.68,0.043107854830465156,0.7128853754940712,5.153142857142858,4.550232867598137
Search Max,Google Ads,2025-05-31,73.46,179,4876,31,1437.45,0.0367104183757178,0.4103910614525139,2.3696774193548387,19.56779199564389
Brand Awareness,Google Ads,2025-05-31,192.94,266,9781,25,825.95,0.027195583273693896,0.7253383458646616,7.7176,4.28086451746657
Retargeting Boost,Google Ads,2025-05-31,243.47,601,13166,70,2674.89,0.045647880905362294,0.40510815307820297,3.478142857142857,10.986528114346736
Engagement Surge,Meta Ads,2025-05-31,207.83,424,11153,36,1273.35,0.03801667712723034,0.4901650943396227,5.773055555555556,6.126882548236539
Conversion Magnet,Meta Ads,2025-05-31,76.06,101,3451,14,679.22,0.029266879165459288,0.7530693069306931,5.432857142857143,8.930055219563503
Lookalike Expansion,Meta Ads,2025-05-31,200.16,361,11958,52,1150.65,0.030188994815186485,0.5544598337950138,3.8492307692307692,5.748651079136692
Video Funnel,YouTube,2025-05-31,113.6,146,5052,8,193.61,0.02889944576405384,0.7780821917808218,14.2,1.7043133802816903
Pre-Roll Push,YouTube,2025-05-31,119.2,190,8208,23,595.31,0.023148148148148147,0.6273684210526316,5.182608695652174,4.994211409395972
Channel Lift,YouTube,2025-05-31,202.7,152,8356,19,383.14,0.018190521780756343,1.3335526315789472,10.668421052631578,1.8901825357671436
Trend Jumps,TikTok,2025-05-31,51.92,23,2012,1,30.17,0.01143141153081511,2.257391304347826,51.92,0.5810862865947611
Creator Collab,TikTok,2025-05-31,250.65,404,13254,37,1774.25,0.030481364116493135,0.620420792079208,6.774324324324325,7.078595651306602
Viral Loop,TikTok,2025-05-31,149.25,173,4997,11,333.92,0.03462077246347809,0.8627167630057804,13.568181818181818,2.237319932998325
Lead Magnet,LinkedIn,2025-05-31,176.85,341,11489,52,2588.79,0.029680564017756116,0.5186217008797653,3.400961538461538,14.638337574215438
B2B Outreach,LinkedIn,2025-05-31,82.87,87,3396,9,290.98,0.02561837455830389,0.952528735632184,9.207777777777778,3.511282731989864
Webinar Promo,LinkedIn,2025-05-31,276.9,556,16215,53,2369.83,0.03428923835954363,0.4980215827338129,5.224528301886792,8.558432647165041
Search Max,Google Ads,2025-06-01,288.77,182,18148,26,559.89,0.01002865329512894,1.5866483516483516,11.106538461538461,1.938878692384943
Brand Awareness,Google Ads,2025-06-01,114.4,126,3704,19,445.26,0.03401727861771058,0.9079365079365079,6.021052631578947,3.892132867132867
Retargeting Boost,Google Ads,2025-06-01,145.96,174,7042,11,358.25,0.02470888952002272,0.8388505747126437,13.26909090909091,2.4544395724856125
Engagement Surge,Meta Ads,2025-06-01,237.79,103,7809,10,482.52,0.013189909079267512,2.308640776699029,23.779,2.029185415702931
Conversion Magnet,Meta Ads,2025-06-01,217.14,303,12408,42,852.77,0.02441972920696325,0.7166336633663366,5.17,3.927281937920236
Lookalike Expansion,Meta Ads,2025-06-01,209.02,479,13906,86,3587.85,0.034445563066302316,0.43636743215031315,2.43046511627907,17.165103817816476
Video Funnel,YouTube,2025-06-01,80.14,67,5297,8,194.11,0.012648669057957335,1.1961194029850746,10.0175,2.422136261542301
Pre-Roll Push,YouTube,2025-06-01,52.93,54,2481,6,223.9,0.02176541717049577,0.9801851851851852,8.821666666666667,4.23011524655205
Channel Lift,YouTube,2025-06-01,60.93,68,2127,6,251.25,0.031969910672308414,0.8960294117647059,10.155,4.123584441161989
Trend Jumps,TikTok,2025-06-01,213.07,512,13599,58,2330.96,0.03764982719317597,0.41615234375,3.673620689655172,10.939878913033276
Creator Collab,TikTok,2025-06-01,118.85,208,5021,24,1054.83,0.04142601075482971,0.5713942307692308,4.952083333333333,8.875305006310475
Viral Loop,TikTok,2025-06-01,255.61,766,16436,87,2572.24,0.04660501338525189,0.3336945169712794,2.9380459770114946,10.06314306951997
Lead Magnet,LinkedIn,2025-06-01,195.55,298,8769,46,1870.0,0.03398335043904664,0.6562080536912752,4.251086956521739,9.562771669649706
B2B Outreach,LinkedIn,2025-06-01,143.64,143,5267,10,467.03,0.02715018036833112,1.0044755244755244,14.363999999999999,3.2513923698134226
Webinar Promo,LinkedIn,2025-06-01,136.47,54,4937,7,273.75,0.010937816487745595,2.527222222222222,19.495714285714286,2.005935370411079
Search Max,Google Ads,2025-06-02,135.15,117,4442,11,443.45,0.026339486717694732,1.1551282051282052,12.286363636363637,3.2811690714021458
Brand Awareness,Google Ads,2025-06-02,201.44,168,8980,33,1109.46,0.018708240534521157,1.1990476190476191,6.1042424242424245,5.507644956314536
Retargeting Boost,Google Ads,2025-06-02,222.07,232,7910,12,421.96,0.029329962073324906,0.957198275862069,18.50583333333333,1.90012158328455
Engagement Surge,Meta Ads,2025-06-02,291.0,152,13202,8,253.12,0.011513407059536435,1.9144736842105263,36.375,0.8698281786941581
Conversion Magnet,Meta Ads,2025-06-02,90.01,112,2784,13,372.81,0.040229885057471264,0.8036607142857143,6.923846153846155,4.14187312520831
Lookalike Expansion,Meta Ads,2025-06-02,275.02,459,9528,44,2052.69,0.048173803526448365,0.5991721132897603,6.250454545454545,7.463784452039852
Video Funnel,YouTube,2025-06-02,200.74,624,12660,58,2832.38,0.04928909952606635,0.32169871794871796,3.461034482758621,14.109694131712663
Pre-Roll Push,YouTube,2025-06-02,147.37,158,6693,20,492.49,0.023606753324368745,0.9327215189873418,7.3685,3.3418606229218972
Channel Lift,YouTube,2025-06-02,188.43,394,9735,68,2258.5,0.04047252182845403,0.478248730964467,2.771029411764706,11.98588335190787
Trend Jumps,TikTok,2025-06-02,125.58,90,5070,5,151.37,0.01775147928994083,1.3953333333333333,25.116,1.2053670966714445
Creator Collab,TikTok,2025-06-02,117.56,260,8071,26,972.76,0.03221409986370958,0.4521538461538462,4.521538461538461,8.274583191561755
Viral Loop,TikTok,2025-06-02,84.8,141,4050,17,544.91,0.03481481481481481,0.601418439716312,4.988235294117647,6.425825471698113
Lead Magnet,LinkedIn,2025-06-02,298.46,679,19463,91,3514.4,0.03488670811282947,0.43955817378497786,3.2797802197802195,11.775112242846614
B2B Outreach,LinkedIn,2025-06-02,100.33,53,4595,6,217.74,0.011534276387377584,1.8930188679245283,16.721666666666668,2.1702382138941494
Webinar Promo,LinkedIn,2025-06-02,106.94,339,7331,53,1908.08,0.04624198608648206,0.31545722713864305,2.0177358490566037,17.842528520665795
Search Max,Google Ads,2025-06-03,267.49,392,9422,26,1139.48,0.041604754829123326,0.6823724489795918,10.288076923076924,4.25989756626416
Brand Awareness,Google Ads,2025-06-03,118.94,369,7741,26,880.89,0.0476682599147397,0.3223306233062331,4.5746153846153845,7.406171178745586
Retargeting Boost,Google Ads,2025-06-03,295.25,648,14566,89,2782.13,0.044487161883839076,0.4556327160493827,3.317415730337079,9.422963590177815
Engagement Surge,Meta Ads,2025-06-03,121.45,187,4630,20,706.77,0.04038876889848812,0.6494652406417113,6.0725,5.819431864965006
Conversion Magnet,Meta Ads,2025-06-03,173.08,410,9189,80,2578.2,0.04461856567635216,0.4221463414634147,2.1635,14.896001848856018
Lookalike Expansion,Meta Ads,2025-06-03,256.88,512,15562,99,2575.41,0.03290065544274515,0.50171875,2.5947474747474746,10.025731859233883
Video Funnel,YouTube,2025-06-03,77.32,136,4960,24,1123.02,0.027419354838709678,0.5685294117647058,3.2216666666666662,14.524314536989138
Pre-Roll Push,YouTube,2025-06-03,65.61,119,4286,15,581.97,0.027764815678954738,0.551344537815126,4.374,8.870141746684958
Channel Lift,YouTube,2025-06-03,281.6,251,8663,38,1583.89,0.028973796606256493,1.1219123505976096,7.4105263157894745,5.6246093749999995
Trend Jumps,TikTok,2025-06-03,223.13,173,7893,17,750.26,0.021918155327505386,1.2897687861271676,13.125294117647059,3.3624344552503027
Creator Collab,TikTok,2025-06-03,119.69,222,4599,11,549.28,0.04827136333985649,0.5391441441441441,10.88090909090909,4.589188737572061
Viral Loop,TikTok,2025-06-03,219.21,301,13840,15,632.04,0.021748554913294797,0.7282724252491695,14.614,2.8832626248802518
Lead Magnet,LinkedIn,2025-06-03,258.54,242,15413,39,1679.64,0.015701031596704083,1.0683471074380166,6.6292307692307695,6.496634950104433
B2B Outreach,LinkedIn,2025-06-03,214.64,570,13016,80,1812.65,0.04379225568531039,0.37656140350877193,2.683,8.445070816250468
Webinar Promo,LinkedIn,2025-06-03,171.91,149,5691,16,351.68,0.026181690388332454,1.153758389261745,10.744375,2.045721598510849
Search Max,Google Ads,2025-06-04,137.21,200,4725,38,842.44,0.042328042328042326,0.68605,3.6107894736842105,6.1397857299030685
Brand Awareness,Google Ads,2025-06-04,288.78,323,14699,19,665.36,0.02197428396489557,0.8940557275541795,15.19894736842105,2.3040376757393175
Retargeting Boost,Google Ads,2025-06-04,248.63,174,14491,10,320.86,0.012007452901801118,1.4289080459770114,24.863,1.2905120057917387
Engagement Surge,Meta Ads,2025-06-04,123.82,103,4865,17,813.91,0.02117163412127441,1.202135922330097,7.283529411764706,6.573332256501373
Conversion Magnet,Meta Ads,2025-06-04,151.28,229,10021,27,723.08,0.022852010777367527,0.6606113537117904,5.602962962962963,4.779746166049709
Lookalike Expansion,Meta Ads,2025-06-04,210.12,496,14531,51,2011.16,0.03413392058357993,0.42362903225806453,4.12,9.571482962116885
Video Funnel,YouTube,2025-06-04,80.73,159,5291,18,676.37,0.03005103005103005,0.5077358490566038,4.485,8.378174160782857
Pre-Roll Push,YouTube,2025-06-04,206.2,252,6778,21,869.79,0.03717910888167601,0.8182539682539682,9.819047619047618,4.218186226964113
Channel Lift,YouTube,2025-06-04,255.63,510,15889,65,1578.61,0.032097677638617914,0.501235294117647,3.932769230769231,6.175370652896764
Trend Jumps,TikTok,2025-06-04,243.84,297,9962,27,648.4,0.029813290503914878,0.821010101010101,9.03111111111111,2.6591207349081363
Creator Collab,TikTok,2025-06-04,207.39,266,6672,25,500.1,0.03986810551558753,0.7796616541353383,8.2956,2.411398813829018
Viral Loop,TikTok,2025-06-04,177.78,119,5666,18,393.85,0.021002470878926933,1.4939495798319329,9.876666666666667,2.215378557768028
Lead Magnet,LinkedIn,2025-06-04,259.83,155,7834,24,707.71,0.019785550165943324,1.6763225806451612,10.82625,2.7237424469845672
B2B Outreach,LinkedIn,2025-06-04,75.47,69,3351,12,352.81,0.020590868397493287,1.093768115942029,6.289166666666667,4.674837683847887
Webinar Promo,LinkedIn,2025-06-04,247.23,444,16236,82,2568.2,0.027346637102734665,0.5568243243243243,3.0149999999999997,10.387897908829835
Search Max,Google Ads,2025-06-05,291.02,366,9770,45,1423.33,0.03746161719549642,0.7951366120218579,6.467111111111111,4.890832245206515
Brand Awareness,Google Ads,2025-06-05,208.18,123,12106,9,372.52,0.010160251115149512,1.6925203252032521,23.13111111111111,1.7894130079738686
Retargeting Boost,Google Ads,2025-06-05,216.6,601,14867,115,4723.76,0.040425102576175424,0.36039933444259564,1.8834782608695653,21.808679593721145
Engagement Surge,Meta Ads,2025-06-05,124.51,175,4260,25,536.14,0.04107981220657277,0.7114857142857143,4.9804,4.305999518110995
Conversion Magnet,Meta Ads,2025-06-05,140.01,286,9558,32,1079.39,0.029922577945176814,0.4895454545454545,4.3753125,7.70937790157846
Lookalike Expansion,Meta Ads,2025-06-05,102.22,113,4574,6,258.16,0.02470485351989506,0.9046017699115044,17.036666666666665,2.52553316376443
Video Funnel,YouTube,2025-06-05,154.13,426,9692,34,1350.5,0.04395377631035906,0.3618075117370892,4.533235294117647,8.762083955102835
Pre-Roll Push,YouTube,2025-06-05,168.07,204,10959,30,1146.98,0.0186148371201752,0.8238725490196078,5.602333333333333,6.824418397096449
Channel Lift,YouTube,2025-06-05,123.83,158,4391,25,736.72,0.035982691869733546,0.7837341772151899,4.9532,5.949446822256319
Trend Jumps,TikTok,2025-06-05,211.21,372,9674,29,1354.49,0.03845358693405003,0.5677688172043011,7.283103448275862,6.413001278348563
Creator Collab,TikTok,2025-06-05,121.85,67,5448,4,141.9,0.012298091042584435,1.8186567164179104,30.4625,1.1645465736561347
Viral Loop,TikTok,2025-06-05,116.9,78,7413,8,240.96,0.010522055847834885,1.4987179487179487,14.6125,2.0612489307100086
Lead Magnet,LinkedIn,2025-06-05,54.83,50,1917,6,192.77,0.02608242044861763,1.0966,9.138333333333334,3.5157760350173266
B2B Outreach,LinkedIn,2025-06-05,182.73,102,9831,12,586.86,0.010375343301800427,1.791470588235294,15.2275,3.2116237071088496
Webinar Promo,LinkedIn,2025-06-05,179.76,230,10264,38,1641.13,0.02240841777084957,0.7815652173913044,4.730526315789473,9.12956163773921
Search Max,Google Ads,2025-06-06,180.32,187,12449,9,387.94,0.015021286850349426,0.9642780748663101,20.035555555555554,2.1513975155279503
Brand Awareness,Google Ads,2025-06-06,251.79,180,8764,9,259.19,0.020538566864445457,1.3988333333333334,27.976666666666667,1.0293895706739744
Retargeting Boost,Google Ads,2025-06-06,243.29,295,12339,31,621.26,0.023907934192398086,0.8247118644067797,7.848064516129032,2.5535780344444903
Engagement Surge,Meta Ads,2025-06-06,124.95,341,6979,60,1242.47,0.048860868319243446,0.36642228739002936,2.0825,9.943737494997999
Conversion Magnet,Meta Ads,2025-06-06,274.64,694,16843,82,2619.09,0.041204061034257555,0.3957348703170029,3.3492682926829267,9.536447713370231
Lookalike Expansion,Meta Ads,2025-06-06,125.73,78,4102,6,207.13,0.01901511457825451,1.611923076923077,20.955000000000002,1.647419072615923
Video Funnel,YouTube,2025-06-06,236.86,142,11594,27,1303.61,0.012247714335000862,1.6680281690140846,8.772592592592593,5.5037152748458995
Pre-Roll Push,YouTube,2025-06-06,246.3,545,17155,105,2338.16,0.031769163509181,0.4519266055045872,2.3457142857142856,9.493138449045878
Channel Lift,YouTube,2025-06-06,141.42,98,5517,6,232.03,0.01776327714337502,1.4430612244897958,23.569999999999997,1.6407155989251876
Trend Jumps,TikTok,2025-06-06,245.33,206,13034,35,1367.75,0.01580481816786865,1.1909223300970875,7.009428571428572,5.575143684017446
Creator Collab,TikTok,2025-06-06,147.04,170,8376,17,807.92,0.02029608404966571,0.8649411764705882,8.649411764705881,5.49455930359086
Viral Loop,TikTok,2025-06-06,122.63,272,5984,42,918.38,0.045454545454545456,0.4508455882352941,2.919761904761905,7.489032047622931
Lead Magnet,LinkedIn,2025-06-06,86.83,92,2632,10,240.28,0.034954407294832825,0.9438043478260869,8.683,2.76724634342969
B2B Outreach,LinkedIn,2025-06-06,289.48,291,14817,36,1453.99,0.019639603158534115,0.9947766323024055,8.041111111111112,5.022764957855465
Webinar Promo,LinkedIn,2025-06-06,69.06,119,2830,14,509.56,0.04204946996466431,0.5803361344537815,4.932857142857143,7.37851143932812
Search Max,Google Ads,2025-06-07,158.2,83,5023,9,236.48,0.016523989647620942,1.906024096385542,17.577777777777776,1.4948166877370417
Brand Awareness,Google Ads,2025-06-07,62.49,196,3983,33,1505.25,0.0492091388400703,0.3188265306122449,1.8936363636363638,24.087854056649064
Retargeting Boost,Google Ads,2025-06-07,110.49,135,7560,26,1295.96,0.017857142857142856,0.8184444444444444,4.249615384615384,11.729206263010228
Engagement Surge,Meta Ads,2025-06-07,227.93,517,15783,45,1489.94,0.032756763606411964,0.44087040618955514,5.065111111111111,6.536831483350151
Conversion Magnet,Meta Ads,2025-06-07,198.39,227,6531,44,1130.94,0.034757311284642475,0.8739647577092511,4.508863636363636,5.700589747467111
Lookalike Expansion,Meta Ads,2025-06-07,248.15,785,16456,152,5417.86,0.047702965483714145,0.3161146496815287,1.6325657894736842,21.833004231311705
Video Funnel,YouTube,2025-06-07,294.33,292,17745,35,1454.25,0.01645533953226261,1.0079794520547944,8.40942857142857,4.940882682703089
Pre-Roll Push,YouTube,2025-06-07,111.84,228,6221,16,591.24,0.03665005626105128,0.4905263157894737,6.99,5.2864806866952785
Channel Lift,YouTube,2025-06-07,242.91,127,12134,6,184.27,0.010466457886929289,1.9126771653543306,40.485,0.7585937178378824
Trend Jumps,TikTok,2025-06-07,281.55,389,11021,32,948.8,0.0352962526086562,0.7237789203084833,8.7984375,3.3699165334754038
Creator Collab,TikTok,2025-06-07,262.01,214,15499,24,501.0,0.01380734240918769,1.2243457943925233,10.917083333333332,1.9121407579863365
Viral Loop,TikTok,2025-06-07,170.22,141,9616,13,415.16,0.014663061564059901,1.2072340425531916,13.093846153846155,2.438961344142874
Lead Magnet,LinkedIn,2025-06-07,279.88,230,19516,37,1152.61,0.011785201885632302,1.2168695652173913,7.564324324324324,4.11822924110333
B2B Outreach,LinkedIn,2025-06-07,148.11,416,8911,80,2985.09,0.04668387386376389,0.3560336538461539,1.8513750000000002,20.1545472959287
Webinar Promo,LinkedIn,2025-06-07,139.28,171,8565,23,707.42,0.019964973730297722,0.8145029239766082,6.055652173913043,5.079121194715681
Search Max,Google Ads,2025-06-08,214.16,149,8484,27,622.46,0.017562470532767563,1.4373154362416107,7.931851851851852,2.906518490847964
Brand Awareness,Google Ads,2025-06-08,176.49,79,6853,4,101.03,0.011527798044651977,2.2340506329113925,44.1225,0.572440364893195
Retargeting Boost,Google Ads,2025-06-08,266.69,528,11014,72,2383.09,0.04793898674414382,0.505094696969697,3.7040277777777777,8.935805617008512
Engagement Surge,Meta Ads,2025-06-08,195.02,398,9881,36,1101.29,0.040279323955065276,0.49000000000000005,5.417222222222223,5.647061839811301
Conversion Magnet,Meta Ads,2025-06-08,273.52,848,18560,95,4124.04,0.045689655172413794,0.32254716981132076,2.8791578947368417,15.077654284878621
Lookalike Expansion,Meta Ads,2025-06-08,169.08,153,8437,21,537.27,0.01813440796491644,1.1050980392156864,8.051428571428572,3.1776082327892117
Video Funnel,YouTube,2025-06-08,132.89,155,8531,9,198.63,0.01816903059430313,0.8573548387096773,14.765555555555554,1.4946948604108663
Pre-Roll Push,YouTube,2025-06-08,285.2,378,14338,64,2884.79,0.026363509555028596,0.7544973544973544,4.45625,10.114971949509117
Channel Lift,YouTube,2025-06-08,133.05,313,7682,46,1129.2,0.04074459776099974,0.42507987220447285,2.8923913043478264,8.487034949267192
Trend Jumps,TikTok,2025-06-08,268.97,295,13869,33,697.2,0.021270459297714327,0.9117627118644068,8.150606060606062,2.5921106443097743
Creator Collab,TikTok,2025-06-08,81.97,49,4969,5,178.38,0.00986113906218555,1.6728571428571428,16.394,2.1761620104916433
Viral Loop,TikTok,2025-06-08,63.66,83,4387,7,203.83,0.01891953498974242,0.7669879518072289,9.094285714285714,3.201853597235313
Lead Magnet,LinkedIn,2025-06-08,107.6,126,3234,24,641.49,0.03896103896103896,0.8539682539682539,4.483333333333333,5.961802973977695
B2B Outreach,LinkedIn,2025-06-08,215.76,565,12875,64,1861.63,0.04388349514563107,0.38187610619469026,3.37125,8.628244345569152
Webinar Promo,LinkedIn,2025-06-08,131.32,327,7682,25,778.21,0.04256703983337672,0.40159021406727824,5.2528,5.926058483094731
Search Max,Google Ads,2025-06-09,275.49,847,17154,138,4387.83,0.04937623877812755,0.3252538370720189,1.9963043478260871,15.927365784601982
Brand Awareness,Google Ads,2025-06-09,197.66,146,11156,19,784.31,0.013087128002868412,1.353835616438356,10.403157894736841,3.967975311140342
Retargeting Boost,Google Ads,2025-06-09,91.83,187,5622,36,765.82,0.03326218427605834,0.49106951871657756,2.5508333333333333,8.339540455188937
Engagement Surge,Meta Ads,2025-06-09,116.33,137,6289,21,898.17,0.021784067419303547,0.8491240875912409,5.53952380952381,7.720880254448551
Conversion Magnet,Meta Ads,2025-06-09,75.63,116,3823,12,575.85,0.030342662830238034,0.6519827586206897,6.302499999999999,7.614042046806824
Lookalike Expansion,Meta Ads,2025-06-09,256.88,573,14870,68,3238.83,0.038533960995292535,0.44830715532286214,3.777647058823529,12.608338523824354
Video Funnel,YouTube,2025-06-09,223.65,588,13230,53,2343.24,0.044444444444444446,0.3803571428571429,4.219811320754717,10.477263581488932
Pre-Roll Push,YouTube,2025-06-09,98.81,101,4329,19,868.23,0.02333102333102333,0.9783168316831683,5.200526315789474,8.786863677765409
Channel Lift,YouTube,2025-06-09,225.29,432,13310,82,2860.8,0.03245679939894816,0.5215046296296296,2.747439024390244,12.698299968928938
Trend Jumps,TikTok,2025-06-09,145.13,219,5300,35,1103.57,0.041320754716981135,0.6626940639269406,4.146571428571429,7.6040101977537375
Creator Collab,TikTok,2025-06-09,56.3,37,3578,5,245.54,0.01034097261039687,1.5216216216216216,11.26,4.361278863232682
Viral Loop,TikTok,2025-06-09,159.42,239,6280,41,1492.11,0.03805732484076433,0.6670292887029288,3.888292682926829,9.359616108392924
Lead Magnet,LinkedIn,2025-06-09,291.76,282,9355,44,2018.69,0.03014430785676109,1.0346099290780142,6.630909090909091,6.9190087743350706
B2B Outreach,LinkedIn,2025-06-09,94.81,188,5878,20,479.03,0.03198366791425655,0.5043085106382978,4.7405,5.052526104841261
